Day,Endpoint,Method,avg_response_time_ms
1,/price,GET,5.051639282787155
2,/price,GET,5.120794600420946
3,/price,GET,5.050548679511606
4,/price,GET,5.006361380187852
5,/price,GET,5.046264916569631
6,/price,GET,5.05474679298168
7,/price,GET,5.041116646538685
8,/price,GET,5.046006310422211
9,/price,GET,5.048068344482297
10,/price,GET,5.04565072696951
11,/price,GET,5.045212256931096
12,/price,GET,5.045654042432938
13,/price,GET,5.045770636230172
14,/price,GET,5.045602468557385
15,/price,GET,5.045561025264528
16,/price,GET,5.045686091912747
17,/price,GET,5.045684802565858
18,/price,GET,5.045625124224145
19,/price,GET,5.0456501743922715
20,/price,GET,5.04567061975008
21,/price,GET,5.0456529372784615
22,/price,GET,5.04565072696951
23,/price,GET,5.045657726281192
24,/price,GET,5.0456566211267155
25,/price,GET,5.0456543187215575
26,/price,GET,5.045655331779827
27,/price,GET,5.045655976453271
28,/price,GET,5.045655331779827
29,/price,GET,5.045655331779827
30,/price,GET,5.045655515972239
31,/price,GET,5.045655423876033
32,/price,GET,5.045655423876033
33,/price,GET,5.045655515972239
34,/price,GET,5.045655515972239
35,/price,GET,5.045655423876033
36,/price,GET,5.045655515972239
37,/price,GET,5.045655515972239
38,/price,GET,5.045655515972239
39,/price,GET,5.045655515972239
40,/price,GET,5.045655423876033
41,/price,GET,5.045655515972239
42,/price,GET,5.045655423876033
43,/price,GET,5.045655423876033
44,/price,GET,5.045655515972239
45,/price,GET,5.045655515972239
46,/price,GET,5.045655423876033
47,/price,GET,5.045655515972239
48,/price,GET,5.045655423876033
49,/price,GET,5.045655515972239
50,/price,GET,5.045655423876033
51,/price,GET,5.045655423876033
52,/price,GET,5.045655423876033
53,/price,GET,5.045655423876033
54,/price,GET,5.045655515972239
55,/price,GET,5.045655423876033
56,/price,GET,5.045655423876033
57,/price,GET,5.045655515972239
58,/price,GET,5.045655515972239
59,/price,GET,5.045655515972239
60,/price,GET,5.045655515972239
61,/price,GET,5.045655423876033
62,/price,GET,5.045655515972239
63,/price,GET,5.045655423876033
64,/price,GET,5.045655515972239
65,/price,GET,5.045655423876033
66,/price,GET,5.045655423876033
67,/price,GET,5.045655423876033
68,/price,GET,5.045655515972239
69,/price,GET,5.045655515972239
70,/price,GET,5.045655423876033
71,/price,GET,5.045655423876033
72,/price,GET,5.045655423876033
73,/price,GET,5.045655515972239
74,/price,GET,5.045655515972239
75,/price,GET,5.045655515972239
76,/price,GET,5.045655515972239
77,/price,GET,5.045655423876033
78,/price,GET,5.045655423876033
79,/price,GET,5.045655515972239
80,/price,GET,5.045655423876033
81,/price,GET,5.045655423876033
82,/price,GET,5.045655515972239
83,/price,GET,5.045655423876033
84,/price,GET,5.045655515972239
85,/price,GET,5.045655423876033
86,/price,GET,5.045655515972239
87,/price,GET,5.045655515972239
88,/price,GET,5.045655515972239
89,/price,GET,5.045655423876033
90,/price,GET,5.045655515972239
91,/price,GET,5.045655515972239
92,/price,GET,5.045655515972239
93,/price,GET,5.045655423876033
94,/price,GET,5.045655515972239
95,/price,GET,5.045655515972239
96,/price,GET,5.045655423876033
97,/price,GET,5.045655423876033
98,/price,GET,5.045655515972239
99,/price,GET,5.045655423876033
100,/price,GET,5.045655423876033
101,/price,GET,5.045655515972239
102,/price,GET,5.045655423876033
103,/price,GET,5.045655423876033
104,/price,GET,5.045655515972239
105,/price,GET,5.045655423876033
106,/price,GET,5.045655515972239
107,/price,GET,5.045655423876033
108,/price,GET,5.045655515972239
109,/price,GET,5.045655423876033
110,/price,GET,5.045655515972239
111,/price,GET,5.045655515972239
112,/price,GET,5.045655515972239
113,/price,GET,5.045655515972239
114,/price,GET,5.045655515972239
115,/price,GET,5.045655423876033
116,/price,GET,5.045655423876033
117,/price,GET,5.045655515972239
118,/price,GET,5.045655423876033
119,/price,GET,5.045655423876033
120,/price,GET,5.045655515972239
121,/price,GET,5.045655423876033
122,/price,GET,5.045655423876033
123,/price,GET,5.045655423876033
124,/price,GET,5.045655423876033
125,/price,GET,5.045655515972239
126,/price,GET,5.045655515972239
127,/price,GET,5.045655423876033
128,/price,GET,5.045655515972239
129,/price,GET,5.045655515972239
130,/price,GET,5.045655423876033
131,/price,GET,5.045655515972239
132,/price,GET,5.045655515972239
133,/price,GET,5.045655515972239
134,/price,GET,5.045655423876033
135,/price,GET,5.045655423876033
136,/price,GET,5.045655515972239
137,/price,GET,5.045655423876033
138,/price,GET,5.045655423876033
139,/price,GET,5.045655423876033
140,/price,GET,5.045655515972239
141,/price,GET,5.045655423876033
142,/price,GET,5.045655423876033
143,/price,GET,5.045655515972239
144,/price,GET,5.045655423876033
145,/price,GET,5.045655515972239
146,/price,GET,5.045655515972239
147,/price,GET,5.045655515972239
148,/price,GET,5.045655515972239
149,/price,GET,5.045655515972239
150,/price,GET,5.045655423876033
151,/price,GET,5.045655515972239
152,/price,GET,5.045655515972239
153,/price,GET,5.045655423876033
154,/price,GET,5.045655515972239
155,/price,GET,5.045655515972239
156,/price,GET,5.045655423876033
157,/price,GET,5.045655423876033
158,/price,GET,5.045655515972239
159,/price,GET,5.045655423876033
160,/price,GET,5.045655423876033
161,/price,GET,5.045655515972239
162,/price,GET,5.045655423876033
163,/price,GET,5.045655515972239
164,/price,GET,5.045655423876033
165,/price,GET,5.045655423876033
166,/price,GET,5.045655515972239
167,/price,GET,5.045655423876033
168,/price,GET,5.045655515972239
169,/price,GET,5.045655423876033
170,/price,GET,5.045655423876033
171,/price,GET,5.045655515972239
172,/price,GET,5.045655423876033
173,/price,GET,5.045655515972239
174,/price,GET,5.045655515972239
175,/price,GET,5.045655515972239
176,/price,GET,5.045655423876033
177,/price,GET,5.045655423876033
178,/price,GET,5.045655515972239
179,/price,GET,5.045655423876033
180,/price,GET,5.045655515972239
1,/price,PUT,5.208615180433278
2,/price,PUT,5.1583856071169345
3,/price,PUT,5.123146059504553
4,/price,PUT,5.188740413782669
5,/price,PUT,5.209289555288837
6,/price,PUT,5.1964408035924405
7,/price,PUT,5.17688430199822
8,/price,PUT,5.1662198380902105
9,/price,PUT,5.159549932935169
10,/price,PUT,5.15948864291271
11,/price,PUT,5.16236512027704
12,/price,PUT,5.165502080236825
13,/price,PUT,5.166589608918485
14,/price,PUT,5.166500443012315
15,/price,PUT,5.165613491467411
16,/price,PUT,5.164931732271796
17,/price,PUT,5.16460165227132
18,/price,PUT,5.164619836208706
19,/price,PUT,5.1648110906161415
20,/price,PUT,5.1649729922718555
21,/price,PUT,5.165051358580694
22,/price,PUT,5.165044620370393
23,/price,PUT,5.1650013296768185
24,/price,PUT,5.164960992719266
25,/price,PUT,5.164941793435122
26,/price,PUT,5.1649429933903805
27,/price,PUT,5.164952869945205
28,/price,PUT,5.164962377283026
29,/price,PUT,5.16496690019131
30,/price,PUT,5.164966715582809
31,/price,PUT,5.164964500280792
32,/price,PUT,5.164962284978776
33,/price,PUT,5.164961361936268
34,/price,PUT,5.1649611773277675
35,/price,PUT,5.164961823457522
36,/price,PUT,5.164962284978776
37,/price,PUT,5.164962469587277
38,/price,PUT,5.1649626541957785
39,/price,PUT,5.164962469587277
40,/price,PUT,5.164962284978776
41,/price,PUT,5.164962192674524
42,/price,PUT,5.164962284978776
43,/price,PUT,5.164962284978776
44,/price,PUT,5.164962284978776
45,/price,PUT,5.164962284978776
46,/price,PUT,5.164962284978776
47,/price,PUT,5.164962284978776
48,/price,PUT,5.164962377283026
49,/price,PUT,5.164962284978776
50,/price,PUT,5.164962284978776
51,/price,PUT,5.164962284978776
52,/price,PUT,5.164962284978776
53,/price,PUT,5.164962284978776
54,/price,PUT,5.164962284978776
55,/price,PUT,5.164962284978776
56,/price,PUT,5.164962284978776
57,/price,PUT,5.164962284978776
58,/price,PUT,5.164962284978776
59,/price,PUT,5.164962284978776
60,/price,PUT,5.164962284978776
61,/price,PUT,5.164962284978776
62,/price,PUT,5.164962284978776
63,/price,PUT,5.164962284978776
64,/price,PUT,5.164962284978776
65,/price,PUT,5.164962284978776
66,/price,PUT,5.164962284978776
67,/price,PUT,5.164962377283026
68,/price,PUT,5.164962284978776
69,/price,PUT,5.164962284978776
70,/price,PUT,5.164962284978776
71,/price,PUT,5.164962284978776
72,/price,PUT,5.164962284978776
73,/price,PUT,5.164962284978776
74,/price,PUT,5.164962284978776
75,/price,PUT,5.164962377283026
76,/price,PUT,5.164962284978776
77,/price,PUT,5.164962377283026
78,/price,PUT,5.164962284978776
79,/price,PUT,5.164962284978776
80,/price,PUT,5.164962284978776
81,/price,PUT,5.164962284978776
82,/price,PUT,5.164962284978776
83,/price,PUT,5.164962284978776
84,/price,PUT,5.164962284978776
85,/price,PUT,5.164962284978776
86,/price,PUT,5.164962284978776
87,/price,PUT,5.164962284978776
88,/price,PUT,5.164962284978776
89,/price,PUT,5.164962284978776
90,/price,PUT,5.164962284978776
91,/price,PUT,5.164962284978776
92,/price,PUT,5.164962284978776
93,/price,PUT,5.164962284978776
94,/price,PUT,5.164962377283026
95,/price,PUT,5.164962284978776
96,/price,PUT,5.164962377283026
97,/price,PUT,5.164962284978776
98,/price,PUT,5.164962377283026
99,/price,PUT,5.164962284978776
100,/price,PUT,5.164962284978776
101,/price,PUT,5.164962284978776
102,/price,PUT,5.164962377283026
103,/price,PUT,5.164962377283026
104,/price,PUT,5.164962377283026
105,/price,PUT,5.164962377283026
106,/price,PUT,5.164962284978776
107,/price,PUT,5.164962284978776
108,/price,PUT,5.164962284978776
109,/price,PUT,5.164962284978776
110,/price,PUT,5.164962284978776
111,/price,PUT,5.164962377283026
112,/price,PUT,5.164962284978776
113,/price,PUT,5.164962284978776
114,/price,PUT,5.164962284978776
115,/price,PUT,5.164962284978776
116,/price,PUT,5.164962284978776
117,/price,PUT,5.164962284978776
118,/price,PUT,5.164962284978776
119,/price,PUT,5.164962284978776
120,/price,PUT,5.164962284978776
121,/price,PUT,5.164962284978776
122,/price,PUT,5.164962284978776
123,/price,PUT,5.164962284978776
124,/price,PUT,5.164962284978776
125,/price,PUT,5.164962284978776
126,/price,PUT,5.164962377283026
127,/price,PUT,5.164962377283026
128,/price,PUT,5.164962284978776
129,/price,PUT,5.164962377283026
130,/price,PUT,5.164962284978776
131,/price,PUT,5.164962284978776
132,/price,PUT,5.164962284978776
133,/price,PUT,5.164962284978776
134,/price,PUT,5.164962284978776
135,/price,PUT,5.164962284978776
136,/price,PUT,5.164962284978776
137,/price,PUT,5.164962284978776
138,/price,PUT,5.164962284978776
139,/price,PUT,5.164962284978776
140,/price,PUT,5.164962284978776
141,/price,PUT,5.164962284978776
142,/price,PUT,5.164962284978776
143,/price,PUT,5.164962377283026
144,/price,PUT,5.164962284978776
145,/price,PUT,5.164962284978776
146,/price,PUT,5.164962284978776
147,/price,PUT,5.164962284978776
148,/price,PUT,5.164962284978776
149,/price,PUT,5.164962284978776
150,/price,PUT,5.164962284978776
151,/price,PUT,5.164962284978776
152,/price,PUT,5.164962284978776
153,/price,PUT,5.164962284978776
154,/price,PUT,5.164962284978776
155,/price,PUT,5.164962284978776
156,/price,PUT,5.164962284978776
157,/price,PUT,5.164962284978776
158,/price,PUT,5.164962284978776
159,/price,PUT,5.164962284978776
160,/price,PUT,5.164962284978776
161,/price,PUT,5.164962284978776
162,/price,PUT,5.164962284978776
163,/price,PUT,5.164962284978776
164,/price,PUT,5.164962284978776
165,/price,PUT,5.164962284978776
166,/price,PUT,5.164962284978776
167,/price,PUT,5.164962284978776
168,/price,PUT,5.164962284978776
169,/price,PUT,5.164962284978776
170,/price,PUT,5.164962284978776
171,/price,PUT,5.164962284978776
172,/price,PUT,5.164962284978776
173,/price,PUT,5.164962284978776
174,/price,PUT,5.164962284978776
175,/price,PUT,5.164962284978776
176,/price,PUT,5.164962284978776
177,/price,PUT,5.164962284978776
178,/price,PUT,5.164962284978776
179,/price,PUT,5.164962284978776
180,/price,PUT,5.164962284978776
1,/price,POST,5.142453414695488
2,/price,POST,5.029726784952736
3,/price,POST,5.019171102106219
4,/price,POST,5.068926508916059
5,/price,POST,5.064231339432295
6,/price,POST,5.043588705206224
7,/price,POST,5.03377164889387
8,/price,POST,5.031359124932774
9,/price,POST,5.033854855122709
10,/price,POST,5.0352491759673415
11,/price,POST,5.03566602912697
12,/price,POST,5.036080598910397
13,/price,POST,5.036084526317466
14,/price,POST,5.035975928945248
15,/price,POST,5.035866326887502
16,/price,POST,5.03589171803088
17,/price,POST,5.035919666555605
18,/price,POST,5.0359153738083435
19,/price,POST,5.03589948150997
20,/price,POST,5.035894914757565
21,/price,POST,5.035901399545981
22,/price,POST,5.035906514308675
23,/price,POST,5.035906879648868
24,/price,POST,5.035905052947906
25,/price,POST,5.035903956927329
26,/price,POST,5.035903956927329
27,/price,POST,5.035904230932473
28,/price,POST,5.035904322267521
29,/price,POST,5.035904322267521
30,/price,POST,5.035904322267521
31,/price,POST,5.035904322267521
32,/price,POST,5.035904322267521
33,/price,POST,5.035904322267521
34,/price,POST,5.035904322267521
35,/price,POST,5.035904322267521
36,/price,POST,5.035904322267521
37,/price,POST,5.035904322267521
38,/price,POST,5.035904322267521
39,/price,POST,5.035904322267521
40,/price,POST,5.035904322267521
41,/price,POST,5.035904322267521
42,/price,POST,5.035904322267521
43,/price,POST,5.035904322267521
44,/price,POST,5.035904322267521
45,/price,POST,5.035904322267521
46,/price,POST,5.035904322267521
47,/price,POST,5.035904322267521
48,/price,POST,5.035904322267521
49,/price,POST,5.035904322267521
50,/price,POST,5.035904322267521
51,/price,POST,5.0359044136025695
52,/price,POST,5.035904322267521
53,/price,POST,5.035904322267521
54,/price,POST,5.035904322267521
55,/price,POST,5.035904322267521
56,/price,POST,5.035904322267521
57,/price,POST,5.035904322267521
58,/price,POST,5.035904322267521
59,/price,POST,5.035904322267521
60,/price,POST,5.035904322267521
61,/price,POST,5.035904322267521
62,/price,POST,5.035904322267521
63,/price,POST,5.035904322267521
64,/price,POST,5.035904322267521
65,/price,POST,5.035904322267521
66,/price,POST,5.035904322267521
67,/price,POST,5.035904322267521
68,/price,POST,5.035904322267521
69,/price,POST,5.035904322267521
70,/price,POST,5.035904322267521
71,/price,POST,5.035904322267521
72,/price,POST,5.035904322267521
73,/price,POST,5.035904322267521
74,/price,POST,5.035904322267521
75,/price,POST,5.035904322267521
76,/price,POST,5.035904322267521
77,/price,POST,5.035904322267521
78,/price,POST,5.035904322267521
79,/price,POST,5.035904322267521
80,/price,POST,5.035904322267521
81,/price,POST,5.035904322267521
82,/price,POST,5.035904322267521
83,/price,POST,5.035904322267521
84,/price,POST,5.035904322267521
85,/price,POST,5.035904322267521
86,/price,POST,5.035904322267521
87,/price,POST,5.035904322267521
88,/price,POST,5.035904322267521
89,/price,POST,5.035904322267521
90,/price,POST,5.035904322267521
91,/price,POST,5.035904322267521
92,/price,POST,5.035904322267521
93,/price,POST,5.035904322267521
94,/price,POST,5.035904322267521
95,/price,POST,5.035904322267521
96,/price,POST,5.035904322267521
97,/price,POST,5.035904322267521
98,/price,POST,5.035904322267521
99,/price,POST,5.035904322267521
100,/price,POST,5.035904322267521
101,/price,POST,5.035904322267521
102,/price,POST,5.035904322267521
103,/price,POST,5.035904322267521
104,/price,POST,5.035904322267521
105,/price,POST,5.035904322267521
106,/price,POST,5.035904322267521
107,/price,POST,5.035904322267521
108,/price,POST,5.035904322267521
109,/price,POST,5.035904322267521
110,/price,POST,5.035904322267521
111,/price,POST,5.035904322267521
112,/price,POST,5.035904322267521
113,/price,POST,5.035904322267521
114,/price,POST,5.035904322267521
115,/price,POST,5.035904322267521
116,/price,POST,5.035904322267521
117,/price,POST,5.035904322267521
118,/price,POST,5.035904322267521
119,/price,POST,5.035904322267521
120,/price,POST,5.035904322267521
121,/price,POST,5.035904322267521
122,/price,POST,5.035904322267521
123,/price,POST,5.035904322267521
124,/price,POST,5.035904322267521
125,/price,POST,5.035904322267521
126,/price,POST,5.035904322267521
127,/price,POST,5.035904322267521
128,/price,POST,5.035904322267521
129,/price,POST,5.035904322267521
130,/price,POST,5.035904322267521
131,/price,POST,5.035904322267521
132,/price,POST,5.035904322267521
133,/price,POST,5.035904322267521
134,/price,POST,5.035904322267521
135,/price,POST,5.035904322267521
136,/price,POST,5.035904322267521
137,/price,POST,5.035904322267521
138,/price,POST,5.035904322267521
139,/price,POST,5.035904322267521
140,/price,POST,5.035904322267521
141,/price,POST,5.035904322267521
142,/price,POST,5.035904322267521
143,/price,POST,5.035904322267521
144,/price,POST,5.035904322267521
145,/price,POST,5.035904322267521
146,/price,POST,5.035904322267521
147,/price,POST,5.035904322267521
148,/price,POST,5.035904322267521
149,/price,POST,5.035904322267521
150,/price,POST,5.035904322267521
151,/price,POST,5.035904322267521
152,/price,POST,5.035904322267521
153,/price,POST,5.035904322267521
154,/price,POST,5.035904322267521
155,/price,POST,5.035904322267521
