Day,Endpoint,Method,Value
1,/price,GET,2.5722033065557484
2,/price,GET,2.734860955476761
3,/price,GET,2.612336939573288
4,/price,GET,2.662499315142632
5,/price,GET,2.632121888399124
6,/price,GET,2.662146499156952
7,/price,GET,2.627854325771332
8,/price,GET,2.6457510721683506
9,/price,GET,2.6395019930601125
10,/price,GET,2.642445384860039
11,/price,GET,2.639816002249718
12,/price,GET,2.642863965034485
13,/price,GET,2.6406721216440205
14,/price,GET,2.6414272248744965
15,/price,GET,2.641258667111397
16,/price,GET,2.641515799164772
17,/price,GET,2.64125363111496
18,/price,GET,2.6414058959484104
19,/price,GET,2.6413345032930375
20,/price,GET,2.6413662004470826
21,/price,GET,2.6413472414016725
22,/price,GET,2.6413632380962375
23,/price,GET,2.6413510924577714
24,/price,GET,2.641357905864716
25,/price,GET,2.6413549435138703
26,/price,GET,2.641356424689293
27,/price,GET,2.641355239748955
28,/price,GET,2.6413561284542086
29,/price,GET,2.6413555359840397
30,/price,GET,2.641355832219124
31,/price,GET,2.6413555359840397
32,/price,GET,2.641355832219124
33,/price,GET,2.6413555359840397
34,/price,GET,2.641355832219124
35,/price,GET,2.641355832219124
36,/price,GET,2.641355832219124
37,/price,GET,2.641355832219124
38,/price,GET,2.641355832219124
39,/price,GET,2.6413555359840397
40,/price,GET,2.641355832219124
41,/price,GET,2.641355832219124
42,/price,GET,2.641355832219124
43,/price,GET,2.641355832219124
44,/price,GET,2.641355832219124
45,/price,GET,2.641355832219124
46,/price,GET,2.641355832219124
47,/price,GET,2.641355832219124
48,/price,GET,2.641355832219124
49,/price,GET,2.641355832219124
50,/price,GET,2.6413555359840397
51,/price,GET,2.641355832219124
52,/price,GET,2.641355832219124
53,/price,GET,2.641355832219124
54,/price,GET,2.641355832219124
55,/price,GET,2.641355832219124
56,/price,GET,2.641355832219124
57,/price,GET,2.641355832219124
58,/price,GET,2.641355832219124
59,/price,GET,2.641355832219124
60,/price,GET,2.6413555359840397
61,/price,GET,2.6413555359840397
62,/price,GET,2.641355832219124
63,/price,GET,2.641355832219124
